Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,States
2020,AK,Alaska,Petersburg,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,60.4,,,57.2,63.4,3356,02195,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.8,,,12.7,16.8,18557,02050,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Skagway,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.1,,,8.7,14.0,1132,02230,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.8,,,7.0,8.6,5729,02198,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Aleutians East,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,13.1,,,10.6,15.9,3398,02013,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Dillingham,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,69.5,,,65.3,73.5,4772,02070,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-158.2671226 59.5433255),1672,51
2020,AK,Alaska,Haines,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.2,,,7.9,14.8,2071,02100,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-135.5757906 59.0984037),1674,51
2020,AK,Alaska,Nome,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,58.3,,,55.5,61.2,9865,02180,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,30.1,,,26.1,34.7,8360,02158,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Anchorage,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.3,,,9.1,11.8,288121,02020,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-149.2843294 61.1742503),1669,51
2020,AK,Alaska,Yakutat,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,32.4,,,27.0,38.1,704,02282,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,31.3,,,26.5,36.6,7560,02188,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,12.0,15.8,12787,02150,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Sitka,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,16.0,22.9,8407,02220,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Nome,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,68.7,,,64.4,73.0,9865,02180,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Bethel,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,30,,,26.1,34.2,18557,02050,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Skagway,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,60.8,,,54.3,66.8,1132,02230,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.4,,,13.5,17.5,5729,02198,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.6,,,17.1,24.5,2332,02105,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.6,5.9,5729,02198,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Dillingham,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,15.4,,,12.3,19.1,4772,02070,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.9,,,19.5,26.5,9865,02180,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Haines,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,72.8,,,68.9,76.6,2071,02100,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-135.5757906 59.0984037),1674,51
2020,AK,Alaska,Aleutians West,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,32.4,34.4,5059,02016,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,25.7,,,21.3,30.0,1416,02164,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.7,,,18.8,24.8,5729,02198,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Lake and Peninsula,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,10.2,,,8.7,11.6,1416,02164,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,73.1,,,69.1,76.9,5275,02290,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Sitka,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.1,,,9.4,12.9,8407,02220,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Juneau,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10,,,8.6,11.5,31973,02110,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Anchorage,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.8,7.3,288121,02020,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Dillingham,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.7,12.2,4772,02070,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.4,,,10.8,14.2,110686,02170,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Chugach,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.9,,,19.1,22.7,6941,02063,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.4,6.6,18557,02050,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.6,,,13.5,19.9,5275,02290,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-151.5778496 65.3757271),4,51
2020,AK,Alaska,Dillingham,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,31.9,,,30.5,33.1,4772,02070,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Anchorage,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.8,16.3,288121,02020,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.2,,,18.8,25.4,59767,02122,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Copper River,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,22.3,,,19.2,25.5,2630,02066,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.3,,,6.5,8.3,7560,02188,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Bristol Bay,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,79.9,,,76.6,82.8,838,02060,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-156.9668053 58.741661),1670,51
2020,AK,Alaska,Bristol Bay,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,60,,,56.7,63.4,838,02060,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.8,,,10.9,15.0,59767,02122,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-152.0526403 60.360766),110,
2020,AK,Alaska,Yukon-Koyukuk,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,25.5,,,20.7,30.5,5275,02290,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Denali,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.4,,,2.9,4.0,1593,02068,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Nome,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24,,,20.7,27.8,9865,02180,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Petersburg,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.5,,,3.9,5.1,3356,02195,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Kodiak Island,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.6,4.7,12787,02150,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.4,,,17.7,25.6,12787,02150,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.6,,,15.1,22.3,1416,02164,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-156.4134134 58.1085067),113,51
2020,AK,Alaska,Copper River,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,64.9,,,61.8,67.9,2630,02066,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,North Slope,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.2,,,4.7,5.8,10972,02185,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,27.9,,,24.2,31.5,31973,02110,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Chugach,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.1,,,9.7,12.7,6941,02063,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Denali,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.9,,,7.7,12.4,1593,02068,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-150.0270164 63.6820386),1671,51
2020,AK,Alaska,Aleutians West,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,70,,,67.7,72.5,5059,02016,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (178.338813 51.9594469),,
2020,AK,Alaska,Southeast Fairbanks,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,76.9,,,74.2,79.4,6970,02240,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Kusilvak,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,22.1,,,19.3,25.2,8360,02158,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Haines,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.1,,,15.3,21.0,2071,02100,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Aleutians East,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,12.1,18.0,3398,02013,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.5,7.7,110686,02170,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-149.5039935 62.2656263),1707,51
2020,AK,Alaska,Prince of Wales-Hyder,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,28,,,22.9,33.6,5729,02198,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Bristol Bay,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.7,,,15.3,22.1,838,02060,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-156.9668053 58.741661),1670,51
2020,AK,Alaska,Nome,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,33.7,36.7,9865,02180,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-164.1889119 64.7836858),114,51
2020,AK,Alaska,Yukon-Koyukuk,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,59,,,56.3,61.9,5275,02290,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.2,,,19.3,25.3,110686,02170,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-149.5039935 62.2656263),1707,51
2020,AK,Alaska,Denali,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,79.3,,,76.7,81.8,1593,02068,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Denali,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.3,,,7.0,9.7,1593,02068,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Skagway,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.0,17.5,1132,02230,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,39.2,,,31.3,47.5,2332,02105,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-135.884909 58.403336),109,51
2020,AK,Alaska,Petersburg,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,79.1,,,76.6,81.4,3356,02195,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-133.0085979 57.1124581),117,51
2020,AK,Alaska,Kusilvak,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,17.8,,,13.1,23.5,8360,02158,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.6,16.4,95593,02090,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Petersburg,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.2,23.6,3356,02195,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.1,,,3.6,4.5,1416,02164,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-156.4134134 58.1085067),113,51
2020,AK,Alaska,Bethel,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,41.6,,,37.9,45.4,18557,02050,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.2,12.5,13754,02130,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.4,6.6,704,02282,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-140.416942 60.0174528),984,51
2020,AK,Alaska,Wrangell,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.4,,,28.2,30.6,2055,02275,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,74.7,,,71.4,78.2,13754,02130,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-131.1066847 55.4499378),111,51
2020,AK,Alaska,Petersburg,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,29.5,32.3,3356,02195,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Bethel,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.1,,,16.6,21.7,18557,02050,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.2,5.3,7560,02188,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-160.0210864 67.0050655),116,51
